,Statement Description,topics,label,1,2,3,4,5,6,7,8,
1352,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",actions taken by senior management,7,0,0,0,0,0,0,1,0,
1353,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",organization's processes and procedures,7,0,0,0,0,0,0,1,0,
1354,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",anticipation of incidents,7,0,0,0,0,0,0,1,0,
1355,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",detection of incidents,7,0,0,0,0,0,0,1,0,
1356,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",mitigation of incident effects,7,0,0,0,0,0,0,1,0,
1357,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",creation of ir plans,7,0,0,0,0,0,0,1,0,
1358,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",use of ir plans,7,0,0,0,0,0,0,1,0,
1359,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",reviewing and rewriting plans,7,0,0,0,0,0,0,1,0,
1360,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",examining sanitized plans,7,0,0,0,0,0,0,1,0,
1361,"incident response (ir) refers to the actions taken by  senior management to specify the organization’s  processes and procedures to anticipate, detect, and  mitigate the effects of an incident. this topic includes the creation and use of the ir plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or  actual plans to gain some experience. ",writing case based or actual plans,7,0,0,0,0,0,0,1,0,
1362,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",actions taken by senior management,7,0,0,0,0,0,0,1,0,
1363,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",preparation for disasters,7,0,0,0,0,0,0,1,0,
1364,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",recovery of systems in a disaster event,7,0,0,0,0,0,0,1,0,
1365,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",creation and use of dr plans,7,0,0,0,0,0,0,1,0,
1366,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",organization of dr plans,7,0,0,0,0,0,0,1,0,
1367,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",reviewing and rewriting dr plans,7,0,0,0,0,0,0,1,0,
1368,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",examination of sanitized plans,7,0,0,0,0,0,0,1,0,
1369,"disaster recovery (dr) refers to the actions taken by  senior management to specify the organization’s efforts  in preparation for and recovery from a disaster.  specifically, dr refers to the recovery of the systems in  the event of a disaster. this topic includes the creation and use of the dr plans,  organization of the plans, occasions to review/rewrite  plans, and examination of sanitized plans. opportunities  should be given for students to write case-based or actual plans to gain some experience. ",writing case based or actual dr plans,7,0,0,0,0,0,0,1,0,
1370,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",actions taken by senior management,7,0,0,0,0,0,0,1,0,
1371,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",business continuity planning,7,0,0,0,0,0,0,1,0,
1372,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",contingency planning,7,0,0,0,0,0,0,1,0,
1373,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",incident response,7,0,0,0,0,0,0,1,0,
1374,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",emergency response,7,0,0,0,0,0,0,1,0,
1375,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",backup and recovery efforts,7,0,0,0,0,0,0,1,0,
1376,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",continuity of organizations,7,0,0,0,0,0,0,1,0,
1377,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",creation and use of bc plans,7,0,0,0,0,0,0,1,0,
1378,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",organization of plans,7,0,0,0,0,0,0,1,0,
1379,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",review rewriting plans,7,0,0,0,0,0,0,1,0,
1380,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",sanitized plans examination,7,0,0,0,0,0,0,1,0,
1381,"business continuity refers to the actions taken by senior  management to specify the organization’s efforts if a  disaster renders the organization’s primary operating  location unusable. business continuity (bc) planning  includes contingency planning, incident response,  emergency response, and backup and recovery efforts of  an organization to ensure the availability of critical  resources during an emergency situation. continuity of  organizations in the wake of major events is also a  component. curricular content should include the creation and use of  the bc plans, organization of the plans, occasions to  review/rewrite plans, and examination of sanitized plans.  opportunities should be given for students to write casebased or actual plans to gain some experience ",case based or actual plan writing,7,0,0,0,0,0,0,1,0,
1383,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",project integration,7,0,0,0,0,0,0,1,0,
1384,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",project scope management,7,0,0,0,0,0,0,1,0,
1385,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",project time and cost management,7,0,0,0,0,0,0,1,0,
1386,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",quality management,7,0,0,0,0,0,0,1,0,
1387,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",human resource considerations,7,0,0,0,0,0,0,1,0,
1388,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",communications,7,0,0,0,0,0,0,1,0,
1389,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",risk management,7,0,0,0,0,0,0,1,0,
1390,"project management is the application of knowledge,  skills, tools, and techniques to project activities to meet  the project requirements. this topic includes project integration; project scope  management; project time and cost management; quality  management; human resource considerations;  communications; risk management; and procurement  management. ",procurement management,7,0,0,0,0,0,0,1,0,
1391,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",efficient deployment of financial resources,7,0,0,0,0,0,0,1,0,
1392,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",allocation of inventory,7,0,0,0,0,0,0,1,0,
1393,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",utilization of human skills,7,0,0,0,0,0,0,1,0,
1394,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",management of production resources,7,0,0,0,0,0,0,1,0,
1395,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",information technology resource management,7,0,0,0,0,0,0,1,0,
1396,"resource management is the efficient and effective  deployment and allocation of an organization’s resources  when and where they are needed. such resources may  include financial resources, inventory, human skills,  production resources, or information technology. this topic explains and develops current practices in  resource management, specifically in the context of  projects typical of cybersecurity. ",current practices in resource management for cybersecurity projects,7,0,0,0,0,0,0,1,0,
1397,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",elements of security metrics,7,0,0,0,0,0,0,1,0,
1398,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",designing security metrics,7,0,0,0,0,0,0,1,0,
1399,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",developing security metrics,7,0,0,0,0,0,0,1,0,
1400,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",validating security metrics,7,0,0,0,0,0,0,1,0,
1401,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",organizing security metrics,7,0,0,0,0,0,0,1,0,
1402,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in decision making,7,0,0,0,0,0,0,1,0,
1403,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in strategic planning,7,0,0,0,0,0,0,1,0,
1404,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in tactical planning,7,0,0,0,0,0,0,1,0,
1405,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in operational planning,7,0,0,0,0,0,0,1,0,
1406,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in security program evaluation,7,0,0,0,0,0,0,1,0,
1407,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in security program auditing,7,0,0,0,0,0,0,1,0,
1408,"metrics, often described as measures, are effective tools  to discern the effectiveness of the components of their  security programs and drive actions taken to improve a  security program. this topic includes the elements of security metrics, and  how to design, develop, validate and organize them. the  use of metrics in various contexts should be included  such as:  ● use of security metrics in decision making, ● use of security metrics in strategic, tactical and  operational planning, and ● use of security metrics in security program  evaluation, audition, and performance ",use of security metrics in security program performance,7,0,0,0,0,0,0,1,0,
1409,"quality assurance (qa) and quality control (qc) are  methods used to prevent mistakes which might impact  the character of a deliverable such as a software system;  control specifically refers to methods used to increase  the quality of these systems.  this topic explains and develop current practices in  qa/qc, specifically in the context of projects typical of  cybersecurity. ",methods for preventing mistakes in software systems,7,0,0,0,0,0,0,1,0,
1410,"quality assurance (qa) and quality control (qc) are  methods used to prevent mistakes which might impact  the character of a deliverable such as a software system;  control specifically refers to methods used to increase  the quality of these systems.  this topic explains and develop current practices in  qa/qc, specifically in the context of projects typical of  cybersecurity. ",specifics of quality control in cybersecurity projects,7,0,0,0,0,0,0,1,0,
1411,"quality assurance (qa) and quality control (qc) are  methods used to prevent mistakes which might impact  the character of a deliverable such as a software system;  control specifically refers to methods used to increase  the quality of these systems.  this topic explains and develop current practices in  qa/qc, specifically in the context of projects typical of  cybersecurity. ",current practices in quality assurance for cybersecurity,7,0,0,0,0,0,0,1,0,
1412,"quality assurance (qa) and quality control (qc) are  methods used to prevent mistakes which might impact  the character of a deliverable such as a software system;  control specifically refers to methods used to increase  the quality of these systems.  this topic explains and develop current practices in  qa/qc, specifically in the context of projects typical of  cybersecurity. ",impact of qa qc on software character in cybersecurity contexts,7,0,0,0,0,0,0,1,0,
1414,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ","avoidance and or proper use of fear uncertainty, and doubt (fud)","6,7 ",0,0,0,0,0,1,1,0,
1415,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",physical security,"6,7 ",0,0,0,0,0,1,1,0,
1416,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",desktop security,"6,7 ",0,0,0,0,0,1,1,0,
1417,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",password security,"6,7 ",0,0,0,0,0,1,1,0,
1418,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",wireless networks,"6,7 ",0,0,0,0,0,1,1,0,
1419,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",security phishing,"6,7 ",0,0,0,0,0,1,1,0,
1420,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",file sharing and copyright,"6,7 ",0,0,0,0,0,1,1,0,
1421,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",browsing,"6,7 ",0,0,0,0,0,1,1,0,
1422,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",encryption,"6,7 ",0,0,0,0,0,1,1,0,
1423,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",insider threat,"6,7 ",0,0,0,0,0,1,1,0,
1424,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",international travel,"6,7 ",0,0,0,0,0,1,1,0,
1425,"this topic covers the avoidance and/or proper use of  fear uncertainty, and doubt (fud) as a tool for  awareness. this topic includes physical security; desktop security;  password security; wireless networks; security phishing;  file sharing and copyright; browsing; encryption; insider  threat; international travel; social networking and social  engineering. ",social networking and social engineering,"6,7 ",0,0,0,0,0,1,1,0,
1426,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",principles of security hiring practices,7,0,0,0,0,0,0,1,0,
1427,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",review of fictional resumes,7,0,0,0,0,0,0,1,0,
1428,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",conducting fictional background checks,7,0,0,0,0,0,0,1,0,
1429,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",acted out interview techniques,7,0,0,0,0,0,0,1,0,
1430,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",fingerprint analysis results,7,0,0,0,0,0,0,1,0,
1431,"the practices, governed by policies, used by  organizations to recruit, hire and train employees across  the organization. this topic includes the principles of this topic, and  students should gain experience with a review of  fictional resumes, fictional background checks, fictional  acted-out interview techniques, fingerprint analysis results, and financial review. ",financial review,7,0,0,0,0,0,0,1,0,
1432,"the practices, governed by policies, used by  organizations to terminate employees across the  organization including assigned asset recovery, removal  of credentials and proactive prevention of data  exfiltration. this topic includes the principles of this topic, and  students should gain experience with practice sets and  simulations. ",principles of security termination practices,7,0,0,0,0,0,0,1,0,
1433,"the practices, governed by policies, used by  organizations to terminate employees across the  organization including assigned asset recovery, removal  of credentials and proactive prevention of data  exfiltration. this topic includes the principles of this topic, and  students should gain experience with practice sets and  simulations. ",assigned asset recovery,7,0,0,0,0,0,0,1,0,
1434,"the practices, governed by policies, used by  organizations to terminate employees across the  organization including assigned asset recovery, removal  of credentials and proactive prevention of data  exfiltration. this topic includes the principles of this topic, and  students should gain experience with practice sets and  simulations. ",removal of credentials,7,0,0,0,0,0,0,1,0,
